razorpay_record_id,merchant_id,true_bank_record_ids,true_merchant_record_id,relationship_type,anomaly_type,notes
pay_64u7vg01cgmpxw,merch_zomato,banktxn_0crxdw9m8yi0jdfn,led_7p18plusn8rq,exact_match,extreme_amount_mismatch,refund_paise=0
pay_4tk9gz4flfvoha,merch_urbanco,banktxn_hvcst2h2qty4jnol,led_useo62cg1lud,exact_match,,refund_paise=0
pay_1ue5893rosrpki,merch_zomato,banktxn_b7eoszzoimln8q7k,led_71s0mnv0nan2,exact_match,,refund_paise=0
pay_gfsjz78pw7vf00,merch_bluedart,banktxn_2b6f46qqjq184air,led_srg9w79mxcpa,exact_match,,refund_paise=0
pay_k4bo090fe5grnq,merch_nykaa,banktxn_c88e1u9hzvog6bq6,led_dnnvgkyp7w0k,exact_match,duplicate_utr_reuse,refund_paise=0
pay_itlzfnwjsu3ofb,merch_nykaa,banktxn_847zlsbel35htdvv,led_r8pcwomivt5u,exact_match,,refund_paise=0
pay_qq3pbk5kvkl6g2,merch_lenskart,banktxn_7t9l4bdgdfkertns,led_uvsdg8olyuk3,exact_match,,refund_paise=0
pay_70kx060zzqvvgg,merch_bluedart,banktxn_aw74m0bdvidzvfik,led_3ka7i0k0gu8q,exact_match,timing_difference,refund_paise=0
pay_vsfqo1yk7z5sjv,merch_bluedart,banktxn_bluguuuhfsa59ewh,led_wtsno45zxuln,exact_match,,refund_paise=0
pay_k4ehjbiq8u68ce,merch_bluedart,banktxn_9uctrf3utewfroq1,led_vvwkl03ihn2s,exact_match,missing_utr,refund_paise=0
pay_eb9pm9sxamiof1,merch_zomato,banktxn_kcz0ncplu9rxdn2t,led_1m5c2qqsb48y,exact_match,out_of_order_arrival,refund_paise=0
pay_oysti9ihc4cqvm,merch_nykaa,banktxn_2dzyecc6k6w16pph,led_y0afr8y37ewx,exact_match,,refund_paise=0
pay_fuy6nvfg5k51or,merch_lenskart,banktxn_2q843xi24kuv1p8x,led_42umbrxpqn3y,exact_match,,refund_paise=0
pay_xfumnn1hlyfyvn,merch_lenskart,,led_4oh8opee7o6i,no_counterpart,no_counterpart,refund_paise=0
pay_tg2l7n1z400lqs,merch_bluedart,banktxn_1aiacnsssi5j2nu5,led_vlc98vvmap7k,exact_match,,refund_paise=0
pay_bi4r65mh2obvw1,merch_bluedart,banktxn_xmr7rbt7g5chbvvc,led_9ckvevgb6j90,refund_of,full_refund,refund_paise=53660
pay_t4i9l3l8le0nmz,merch_urbanco,banktxn_61ulcn2bgphxi6ad,led_88bea2zufxku,exact_match,,refund_paise=0
pay_huf9nk3rl81leo,merch_apollo,banktxn_gib2kg3n5nkquh0b,led_37pvkf214eg5,exact_match,,refund_paise=0
pay_1iqgmgtoxdiysm,merch_apollo,banktxn_mbn3z7nl1jf6l1s4,led_vg4rhuuoc62e,exact_match,,refund_paise=0
pay_o6qwgihoqinwbg,merch_zomato,banktxn_gpf9izwvz1ufupuq,led_gudsx2kfh9m7,exact_match,malformed_description,refund_paise=0
pay_ak5hfly2hu54z1,merch_apollo,banktxn_kum0habjpg3ogwq7,led_vlg6xavv67jz,exact_match,,refund_paise=0
pay_n37clagt55szwu,merch_urbanco,banktxn_9uq9ozgsewtc29nb,led_d3o3nqcq2s59,exact_match,,refund_paise=0
pay_mdvcx3zx9cc2t1,merch_zomato,banktxn_0opwx4av3janayho,led_kw1ry4s8ai6t,exact_match,,refund_paise=0
pay_e2muqr82xj0sxh,merch_bluedart,banktxn_bb3ta8quh2r16kg6,led_exasezqyxdf8,exact_match,,refund_paise=0
pay_x3gv2uwfsxvvla,merch_lenskart,banktxn_auisyv6nlecd4se4,led_djvlo4r6ton3,refund_of,out_of_order_arrival,refund_paise=468602
pay_y9m571c5yrs81u,merch_zomato,banktxn_jtnqpntc8uuj53l0,led_rxk19ff3jrb7,exact_match,,refund_paise=0
pay_te0kdiay0vx4q9,merch_lenskart,banktxn_6iqs2o3zthq499we,led_1wvyxjusyww9,exact_match,,refund_paise=0
pay_n42508pedg89sv,merch_urbanco,banktxn_h6n6dynnfadun0wd,led_vf7tkak9e9hf,exact_match,timing_difference,refund_paise=0
pay_cy14ds2b1z5j04,merch_bluedart,banktxn_bq8k42jho7vf2n4l,led_6de81psc39i0,exact_match,extreme_amount_mismatch,refund_paise=0
pay_f3eoexnuhce6kw,merch_urbanco,banktxn_ioia36w618da06om,led_6xz0p17vm2tl,exact_match,,refund_paise=0
pay_5cs89cx0jl0e0x,merch_zomato,banktxn_dbnwyf2b5cpv4q3f,led_fwj4uxtp09wv,exact_match,,refund_paise=0
pay_0l1f5quy4bxwfs,merch_bluedart,banktxn_65lrae3ovz14hov2,led_5h49z0gis6a2,exact_match,,refund_paise=0
pay_lkudxi73p01ro7,merch_apollo,banktxn_p1ozchbq1ncfxyaj,led_rpo3y7wtkxz2,exact_match,,refund_paise=0
pay_68o7fs3aad1iid,merch_apollo,banktxn_4n63i6fpvtuovnc8,led_8houdt5qukls,exact_match,,refund_paise=0
pay_bxfgway01a1mfo,merch_apollo,banktxn_rxq5buscfeflrj91,led_5zhgkspo5qbn,exact_match,malformed_description,refund_paise=0
pay_74b3cpvb4pg8r5,merch_nykaa,banktxn_b5la23vi4oohd2zo,led_1i9zf6pv8d8j,exact_match,,refund_paise=0
pay_rhqj6iufmjrzlc,merch_lenskart,banktxn_s4m6oe9e3jvv9lq4,led_5nmeewi5p81r,exact_match,,refund_paise=0
pay_yy7o0cnfj6vrmj,merch_urbanco,banktxn_v6kowlc06sihvg0x,led_0c1yaa2pg6ok,exact_match,,refund_paise=0
pay_32qfhtj5w0g829,merch_nykaa,banktxn_n1rohwuxapjwu7e2,led_33blmgpglffi,refund_of,full_refund,refund_paise=199228
pay_ojkx3yic5qka4s,merch_bluedart,banktxn_e2vxfsd6xfmj6afg,led_kbcbnx3bimkv,exact_match,,refund_paise=0
pay_8wqc8v39d6tg28,merch_apollo,banktxn_al96n5hem6u8cown,led_2gjynao39fli,exact_match,,refund_paise=0
pay_pv8acaib2gf13p,merch_urbanco,banktxn_08ilj89g9aif19e8,led_3016c8sxayag,exact_match,,refund_paise=0
pay_4lqyf1nf4banap,merch_lenskart,banktxn_ix0npj867wuj11hg,led_433sac4ib1id,exact_match,,refund_paise=0
pay_dk4kfgvic8v0x6,merch_nykaa,banktxn_ym7pp51vpgjh3hei,led_p4r98ats8r61,exact_match,,refund_paise=0
pay_gp15vg5oj1339k,merch_zomato,banktxn_08yaqmrlbeounobt,led_nglg0ejwfsnm,exact_match,,refund_paise=0
pay_pmwc04ztoas3hf,merch_zomato,banktxn_jrwxoz2yspcgbvaj,led_st67msztcuy5,exact_match,,refund_paise=0
pay_5fxvc4i1d47prq,merch_nykaa,banktxn_ps5hxmt9ltynbck9,led_w31ci4esfglh,exact_match,,refund_paise=0
pay_4z7l5s50s1rtur,merch_urbanco,banktxn_psk4imsu2e6u0nry,led_8nzcb24hdljn,exact_match,,refund_paise=0
pay_c7hdfq0mvgcb66,merch_urbanco,banktxn_qx065ldq1oidjnch,led_vd830q27nclc,exact_match,,refund_paise=0
pay_6uc8zj9gxuay3a,merch_urbanco,banktxn_8h4e1077d4irjjb5,led_iftuw1nl88uu,exact_match,,refund_paise=0
pay_nxp0bpj8dpbjlw,merch_lenskart,banktxn_wgahjesdpor3ijyp,led_t77yx4q4xavs,refund_of,partial_refund,refund_paise=6788
pay_09z2fes5g97dui,merch_apollo,banktxn_w6q4w1w1yz3g1dep,led_bs9hjl8bung8,refund_of,partial_refund,refund_paise=85438
pay_6kmf9k36pcbsgn,merch_nykaa,banktxn_w5d80t9c75ygpln3,led_qdrwl4otqnm4,exact_match,,refund_paise=0
pay_ohjm6ifs0hcg9i,merch_bluedart,banktxn_6tk62bnyfzk0wdfa,led_u61jkdk5dkrc,exact_match,,refund_paise=0
pay_nf4b6txj0os8rs,merch_zomato,banktxn_lk0gp6r7ieyh3et8,led_oulimsq3i5g8,refund_of,partial_refund,refund_paise=135806
pay_7ga4mgj2pto9j9,merch_lenskart,banktxn_m6i1vaehq6n2h74v,led_3w99839k5d10,exact_match,,refund_paise=0
pay_tx751y39fyzfpu,merch_nykaa,banktxn_93e4um4gk021cnu8,led_xoflf51oueed,refund_of,partial_refund,refund_paise=1877781
pay_8024z5vjtf475i,merch_lenskart,banktxn_51ja1wi5wbyqkh2t|banktxn_51ja1wi5wbyqkh2t_split2,led_zsbkl2nj7l73,split,split_settlement,refund_paise=0
pay_o1p5rh7dn6aygz,merch_zomato,banktxn_aem481gno7ludggc,led_zmrcdumwh5fy,exact_match,,refund_paise=0
pay_57eeukadc6hfah,merch_nykaa,banktxn_ifk7vwz6qgmu72i9,led_l10bwia8h6v2,exact_match,,refund_paise=0
pay_e3lual5veefmx7,merch_apollo,banktxn_8h0torildo987fl2,led_66fhgoyk185x,exact_match,,refund_paise=0
pay_snqeg0gok6ijgj,merch_bluedart,banktxn_94f6ervlgxedvvu8,led_s7ng9ag7ak0d,exact_match,,refund_paise=0
pay_t92sj4umdu33rf,merch_bluedart,banktxn_63zxmwx5x76hbz7v,led_zfi80qgccklc,exact_match,,refund_paise=0
pay_h3dbi9hc215te7,merch_urbanco,banktxn_j7wbuahinb2so4m9,led_yd55tvwm6rpm,exact_match,timing_difference,refund_paise=0
pay_99n7og8lwo7rs9,merch_nykaa,banktxn_i9g8qdfnbe7tkiws,led_v7c9091p5d80,exact_match,,refund_paise=0
pay_bwvz0vc32jre2o,merch_apollo,banktxn_fs7mcgatwdbxtd9b,led_torkgyi8vjir,exact_match,,refund_paise=0
pay_jeoqkimczzbd8f,merch_urbanco,banktxn_ntu06j575mx6o9d4,led_mfhaz47mytpl,exact_match,,refund_paise=0
pay_m6wd6pfcbnefrc,merch_lenskart,banktxn_qwqnmd8ogvh6g4bh,led_0gcrxiwdko30,exact_match,,refund_paise=0
pay_d9u56wez6yu86q,merch_apollo,banktxn_w6prl5vvc4d5tif7,led_fk8vrbmlfvrn,exact_match,,refund_paise=0
pay_jmwvmtu56i5tiq,merch_urbanco,banktxn_e3k8g66ha2sqn6ed,led_lbinur3fq41y,exact_match,,refund_paise=0
pay_hk8ysxp8wf0bzi,merch_zomato,banktxn_h0fyrmjt4bv3ngwt,led_jxu2lpo9e13n,exact_match,fee_mismatch,refund_paise=0
pay_cbwsg9nqkpzpqy,merch_urbanco,banktxn_th6ixx7m7ihrq5lg,led_7t520qnq9ppr,exact_match,,refund_paise=0
pay_pevvrrnm2aehi8,merch_bluedart,banktxn_c5n5c4cmr76s0avw,led_iucjjtcsabe7,exact_match,,refund_paise=0
pay_ylxhc7dkvj0xsj,merch_nykaa,banktxn_kglk48i6n8wrfjzg,led_04r5s3og7jjk,exact_match,,refund_paise=0
pay_ed31bvof8tbadv,merch_urbanco,banktxn_jn6cmri9q3o31zta,led_tg0k5gf7oi54,refund_of,partial_refund,refund_paise=133981
pay_x67iztho7bf502,merch_bluedart,banktxn_yhd45oa43pm5jgtd,led_pnic51lmsv42,exact_match,,refund_paise=0
pay_vufytasztosyaf,merch_zomato,banktxn_j7ws93bw54d00xhf,led_d7i5z74sqfc1,exact_match,,refund_paise=0
pay_znx5736io28cnf,merch_apollo,banktxn_txzzhtwt5y4cyejv,led_s2m50gue0z1b,exact_match,,refund_paise=0
pay_5je1hijotyi9kq,merch_zomato,banktxn_0o6opzhqjy81xv8x,led_jx4w6yop8ehg,exact_match,,refund_paise=0
pay_eqcp914q0hi7ua,merch_urbanco,banktxn_aqkomoh6rkpoqt6l,led_t75782v16x1l,exact_match,,refund_paise=0
pay_6fhyjdzby4j1io,merch_bluedart,banktxn_42kiozq6vtc3u04w,led_hpsq4t1n752d,exact_match,,refund_paise=0
pay_z2vsmuirmxlszn,merch_apollo,banktxn_uxpfg4hizuvsjsqc,led_s41c4xysbvvq,exact_match,,refund_paise=0
pay_3q9riplwyzvbhh,merch_bluedart,banktxn_dowh2ki6olaev00y,led_svun432dbar1,refund_of,partial_refund,refund_paise=264112
pay_wu0202y8b83mf8,merch_zomato,banktxn_c2pqk3pwxwntr2bt,led_c7r1fm39jl0p,exact_match,,refund_paise=0
pay_hvfddjw5i38poe,merch_apollo,banktxn_oyk16cy5fwnj6zjb,led_eaphkt24usfe,exact_match,,refund_paise=0
pay_z49tv9hifsqiko,merch_bluedart,banktxn_omr7uyoy48opq7oa,led_ts1wromtiyrn,exact_match,,refund_paise=0
pay_5vjt0yiypv77sa,merch_zomato,banktxn_6nprs344wt7t70hl,led_a2u5xz19b5f6,exact_match,,refund_paise=0
pay_m4xh2od9gpn6d9,merch_bluedart,banktxn_ke8zrnv77ai68wd0,led_1rbfy7wdahn7,exact_match,,refund_paise=0
pay_56u99fek7fdnd5,merch_nykaa,banktxn_iioza6pco8v0dxri,led_se9ad88garcs,exact_match,currency_mismatch,refund_paise=0
pay_em97ubch0l5nky,merch_bluedart,banktxn_udeporjz7he5dsg1,led_05y3760qfzab,exact_match,,refund_paise=0
pay_rf4ailfgtg44p2,merch_nykaa,banktxn_nt85g8o3u4ec5hey,led_8spip78dmkgn,exact_match,,refund_paise=0
pay_d3tz1fdgpzpa3u,merch_lenskart,banktxn_5gq8twlpqa4upatb,led_jew7jhnqm5hs,exact_match,,refund_paise=0
pay_h8cw3b4bgky9gu,merch_urbanco,banktxn_r80ubt98f7xs1wqf,led_djhmesn2zb1c,exact_match,,refund_paise=0
pay_hi6it3gitk5mfv,merch_bluedart,banktxn_9ba78wz6p1dkydb9,led_eav9ejg8h4p3,exact_match,missing_merchant_record,refund_paise=0
pay_v5kteeelewdv2b,merch_nykaa,banktxn_kr7sfs935u147skl,led_lpttiufn72qt,exact_match,fee_mismatch,refund_paise=0
pay_yqghh47ym526lg,merch_urbanco,banktxn_mav9f47hei4ooeya,led_qtsns8tst7wh,exact_match,,refund_paise=0
pay_3oyegyrwv6ripa,merch_apollo,banktxn_yv3dbbk3w5ce9aug,led_ingmiiuasxvb,exact_match,,refund_paise=0
pay_79iupqrtwd1c6v,merch_apollo,banktxn_mfwl5g2npyimdg36,led_3tnbzsua8luk,exact_match,,refund_paise=0
pay_uanhink0f0sky8,merch_zomato,banktxn_tdt8a7vohy0dp4im,led_jg1b5nol1kxh,exact_match,,refund_paise=0
pay_p288em45vjwpcq,merch_urbanco,banktxn_4gsp6bql3xyvnlwk,led_cuuyw5rqw2pl,exact_match,,refund_paise=0
pay_5gf9miwkawb0pr,merch_urbanco,banktxn_gj4p9vvqm09iam35,led_987ncnctkau4,exact_match,,refund_paise=0
pay_ovd9dq2t0ogxv9,merch_apollo,banktxn_dyatjdze9pa8l3rd,led_jxdtf8e04gqg,refund_of,partial_refund,refund_paise=808440
pay_ka3dv6271hhdd2,merch_nykaa,banktxn_xmtlnrij9bvvl15d,led_9n8qsjh8bb5r,exact_match,,refund_paise=0
pay_g3ifxodo9e4vlm,merch_apollo,banktxn_vwkx6hj8xcqytq71,led_tk1kp56mmn62,exact_match,fee_mismatch,refund_paise=0
pay_4xot14yvydm1kj,merch_nykaa,banktxn_zo8hcqz7c5ileiz0,led_t81sygmxhlyj,exact_match,,refund_paise=0
pay_3rrv8lbscighm7,merch_zomato,banktxn_tfldgt8jxqxwcaal,led_el1bbssgp0ce,exact_match,corrupted_utr,refund_paise=0
pay_56lg7owbitt0mg,merch_nykaa,banktxn_dejkrl6ly99d3jvp,led_2lrsqnr5ahzd,exact_match,,refund_paise=0
pay_dv2p9t9el8phdo,merch_urbanco,banktxn_wfwmp27rrwlzqtsx,led_le8jsldd2ep4,exact_match,timing_difference,refund_paise=0
pay_p7nsi8cpycsx0d,merch_bluedart,banktxn_pcz7d98bd3ib63ev,led_zb1jysdv25be,exact_match,,refund_paise=0
pay_m05b88914eds0i,merch_urbanco,banktxn_01dfzcfrtcp4j3iv,led_q4inq5ky6w74,exact_match,,refund_paise=0
pay_4vwlxd9242zx40,merch_nykaa,banktxn_hj5vwlzguv29d8wc,led_534ns450ifsb,exact_match,,refund_paise=0
pay_wj4oehivtbvqc9,merch_zomato,banktxn_fvd7g091e13y60e5,led_47j0vmntyra4,exact_match,,refund_paise=0
pay_jgulm1w9ez9xyz,merch_nykaa,banktxn_ysb3dacxe98u3jgf,led_8ui1aomlzkbg,exact_match,out_of_order_arrival,refund_paise=0
pay_mhy1k5gfxxbuev,merch_bluedart,banktxn_kkmpciz7g7mtt7z3,led_sg89crqn8yn6,exact_match,,refund_paise=0
pay_oa6ki9q8qt5xya,merch_nykaa,banktxn_eesot6r8tp9hfq3p,led_e22txbddz4uw,exact_match,currency_mismatch,refund_paise=0
pay_dgbs3etvcew01g,merch_lenskart,banktxn_eja54isiptkveak5,led_g6lq4tc5bhe9,exact_match,missing_utr,refund_paise=0
pay_th3ekd22loxh7s,merch_lenskart,banktxn_dt1gk2dwq1vajc2q,led_8wtchl78n7s9,exact_match,currency_mismatch,refund_paise=0
pay_9uwrciysqnp68x,merch_lenskart,banktxn_x40hadzkbgspkmim,led_2wkkgyxlw2o3,exact_match,,refund_paise=0
pay_y50v6fuvve0l6j,merch_zomato,banktxn_hln25a1gf5axryrr,led_tsmoipwcofd9,exact_match,,refund_paise=0
pay_0xu24jo7wu3aue,merch_bluedart,banktxn_vagaa5fe8j0p4xpi,led_p1mp9sgn1nqm,exact_match,,refund_paise=0
pay_6uz7ngzco54kfz,merch_lenskart,banktxn_4q0oj3nswvrq14uy,led_ao6iue1siy19,exact_match,,refund_paise=0
pay_rjpn96uinpkzyy,merch_bluedart,banktxn_x5mr5c18eaupd5pi,led_vdspxtonqiv6,exact_match,,refund_paise=0
pay_a92yo4186f1n1o,merch_lenskart,banktxn_ro5pb5eafbn07uo5,led_2c86plw0zt9o,exact_match,,refund_paise=0
pay_yd31hlw5pub5f0,merch_nykaa,banktxn_fxj736mbabgbhgg1,led_pr5mb883vohy,exact_match,,refund_paise=0
pay_eb47uahmo3m4wb,merch_apollo,banktxn_nnbku1vbua0gry44,led_s95eu3br4ov5,exact_match,,refund_paise=0
pay_yd0zdb15je7fyg,merch_lenskart,banktxn_wupw100utriatt2t,led_xn9nf4cxkj4e,exact_match,,refund_paise=0
pay_mghaedgg2bnzwn,merch_lenskart,banktxn_vvlfwz7sryenc8hu,led_x5707r97xugi,exact_match,,refund_paise=0
pay_a3jev7wwzh9t7o,merch_nykaa,banktxn_awcpe0z146yvb7cy,led_c1a21mrlsacy,exact_match,,refund_paise=0
pay_frh3qly2n4wj2i,merch_lenskart,banktxn_l95v867zby4f1k41,led_9t51mx5gtq3l,exact_match,,refund_paise=0
pay_hcgohkw9kgpdud,merch_zomato,banktxn_m83vw6yvi6jomqqf,led_s2v2gfuctn5g,exact_match,,refund_paise=0
pay_6km1xy0rclxilh,merch_lenskart,banktxn_btnngv37hbl1fcrf|banktxn_btnngv37hbl1fcrf_split2,led_oyej29671hmj,split,split_settlement,refund_paise=0
pay_cjd1rqrcj7qo3n,merch_bluedart,banktxn_cz12svzx6pzs0qor,led_wwjcc5rk2yde,exact_match,,refund_paise=0
pay_h3njcehoxxgufw,merch_bluedart,banktxn_yp37vewmknnm3m6y,led_5to5jaoq8ije,exact_match,,refund_paise=0
pay_4j428hgdbmj0mr,merch_lenskart,banktxn_imu44ruci94g956h,led_1tz4eroj80v3,exact_match,,refund_paise=0
pay_8ii87jp601iwck,merch_urbanco,banktxn_g51y3vm2l3dkhn7d,led_rh28jb92zlk0,exact_match,,refund_paise=0
pay_feo1p9rcy9e78i,merch_zomato,banktxn_tv7m57g7epjjsua6|banktxn_tv7m57g7epjjsua6_split2,led_7ywij27gs0zb,split,split_settlement,refund_paise=0
pay_kmaa9su2bnzimz,merch_urbanco,banktxn_4s5mmurc8n7pq84m,led_ruhzodviv3f1,exact_match,,refund_paise=0
pay_t7tlwg1le4yzql,merch_nykaa,banktxn_n5u5hsgl01u3rhg3,led_u4bkeiq66kll,exact_match,,refund_paise=0
pay_7e1wemc74rk7m8,merch_urbanco,banktxn_65yebzh16ih2t1hc,led_xcke6tc9ir6m,exact_match,,refund_paise=0
pay_iz68qz8onyekbu,merch_lenskart,banktxn_gd0tzjltwgg3ae3u,led_u7jol29zr044,exact_match,,refund_paise=0
pay_42fsusf560akct,merch_bluedart,banktxn_3so2knkyt2g9nest,led_qquf8nhpo1v0,exact_match,,refund_paise=0
pay_4g5fpc9mkxr6fd,merch_urbanco,banktxn_x1zd3wuded24cx5z,led_r1a1w9zqw7y7,exact_match,,refund_paise=0
pay_2pf8wtsklgwi20,merch_nykaa,banktxn_b1vwffx406cp8h0w,led_c5l9ogpuigkq,exact_match,,refund_paise=0
pay_otxxiwz0nlguib,merch_zomato,banktxn_qkvexletk6b90v85,led_ky3lo0bb9hv2,exact_match,,refund_paise=0
pay_rs49tjh16e1ms8,merch_lenskart,banktxn_09p5roxgk36kr8al,led_ygx71q0ilybs,exact_match,,refund_paise=0
pay_7rnqpktpj0pdfo,merch_urbanco,banktxn_qbxdvissi4vdefq3,led_73uyruo2ndil,exact_match,extreme_amount_mismatch,refund_paise=0
pay_6c0pckixmcq50i,merch_urbanco,banktxn_hly1lsc37k8p4hms,led_xainprerd3m7,exact_match,,refund_paise=0
pay_tfcczmpzfpls23,merch_bluedart,banktxn_4eyr0owbxs8ws29g,led_npjke73up3u1,exact_match,,refund_paise=0
pay_sr8f7hu059p1nq,merch_zomato,banktxn_1c7pxylcn4cmwbrf,led_visxxx9jl7xv,exact_match,,refund_paise=0
pay_xaebtkj5dxu3nk,merch_apollo,banktxn_wqvmdo00hkjlvi8v,led_netdtdapmcs9,exact_match,,refund_paise=0
pay_fqa2369mwnfj38,merch_urbanco,banktxn_0lf7y1ijvi1k2k6l,led_h0q3flqat0o4,exact_match,,refund_paise=0
pay_g0zzxjusnd47ni,merch_lenskart,banktxn_yytbc3slmuzq6okz,led_g6c02daa1qip,exact_match,,refund_paise=0
pay_j51bwbpcw0brj9,merch_apollo,banktxn_ke9k8r3245y6bf1u,led_dxxz349a58gc,exact_match,,refund_paise=0
pay_x6gjjfghqappbq,merch_apollo,banktxn_35d67fvws4yutxaf,led_33su9kzj330q,refund_of,currency_mismatch,refund_paise=466772
pay_mygc7uyaqh3zch,merch_nykaa,banktxn_rxca30tdzplies06,led_78pbxt88gsq5,exact_match,,refund_paise=0
pay_yr8gnc57kv6y8o,merch_bluedart,banktxn_jnqv4a5ajzsrj4km,led_u87f45foxf3a,exact_match,duplicate_utr_reuse,refund_paise=0
pay_evyl5ec46old79,merch_zomato,banktxn_dlzj73fg54esc818,led_825teyb8r2py,exact_match,,refund_paise=0
pay_qiyyqewskrz6al,merch_lenskart,banktxn_kccafp46zooj74l5,led_oigql9cqnuz9,exact_match,,refund_paise=0
pay_8ei89qj417gh9c,merch_zomato,banktxn_f6rqgorx09pzuizm,led_76srr79hvozk,exact_match,,refund_paise=0
pay_lnl0rav7z73oc4,merch_apollo,banktxn_ha4j7n9fzssxv310,led_xlhm3qdlupfd,refund_of,partial_refund,refund_paise=123525
pay_36yzv3qyc99h35,merch_bluedart,banktxn_lrnneh139rv5q4t8,led_tskelgd5r64y,exact_match,,refund_paise=0
pay_f31ih9ahqztp6q,merch_bluedart,banktxn_g4eyqk4toveu9vam,led_1pcme7a7n421,exact_match,,refund_paise=0
pay_hxr6d560ckx1tt,merch_bluedart,banktxn_csepctmu2x4l4y0t,led_vyedrxbq4ijp,exact_match,,refund_paise=0
pay_ed4vdqwqha7k45,merch_bluedart,banktxn_d15g8cl8vhfi2t4p,led_9vprguxjxr1k,exact_match,,refund_paise=0
pay_vh6kn1tlvqgjof,merch_urbanco,banktxn_aqo8jeh6ty4jx2yo,led_nzo6jq974eoy,exact_match,,refund_paise=0
pay_ju4yoi4e3g2y3w,merch_urbanco,banktxn_qpb2rzkpq209wzlj,led_4447815m29o5,exact_match,,refund_paise=0
pay_qzzs0ri53w340u,merch_nykaa,banktxn_eejhfvivn3rdpzld,led_bwpdoeg54n8m,exact_match,,refund_paise=0
pay_wn4r1c7945jg8c,merch_zomato,banktxn_56ixoavwc8wikcx7,led_a7rr3h01zery,exact_match,,refund_paise=0
pay_tig233kgf5a8aq,merch_nykaa,banktxn_qs4oizgfm7imip8o,led_2klewnmmywl6,exact_match,,refund_paise=0
pay_rn90njxzxn3td9,merch_zomato,banktxn_0zi2unxwa89u8jwk,led_e4vwlwuwudh3,exact_match,,refund_paise=0
pay_cspu9z2cqs7gpn,merch_zomato,banktxn_yuvsilh7wyeow0yx,led_x3ca1soiix4u,exact_match,,refund_paise=0
pay_oio43tz6astg7u,merch_nykaa,banktxn_vb32fs8jv3g7m5c3,led_vjkn920cma1n,exact_match,,refund_paise=0
pay_6kyq0caocgc39r,merch_zomato,banktxn_zpue3c6osbx6ywny,led_g2tfie51zmsd,exact_match,,refund_paise=0
pay_xt0g5c7zte8eck,merch_lenskart,banktxn_axlw4ixy0kl4mlqv,led_hpj8btc32qfp,refund_of,full_refund,refund_paise=473668
pay_u8il1zf931xkzs,merch_zomato,banktxn_80xbtvcgzdbgx1vg,led_9pw07sm36tum,exact_match,,refund_paise=0
pay_1ez5v6uhui1ubf,merch_urbanco,banktxn_xr9nemodgyvib8gd,led_i3cg9oaqejgj,exact_match,timing_difference,refund_paise=0
pay_tvazovkrpy1vcj,merch_zomato,banktxn_spmvrptmx5djeiht,led_soaepoqfszr7,refund_of,missing_utr,refund_paise=122997
pay_cwj00x743m95ag,merch_nykaa,banktxn_52ustcnffqg5hj5a,led_unuyz0bt83cl,exact_match,,refund_paise=0
pay_h7m5tzpf6ybtxo,merch_lenskart,banktxn_hx173l75wi8oj70a,led_93nyfkkuzx1y,exact_match,,refund_paise=0
pay_roe1sh8orddw5b,merch_zomato,banktxn_hsm5lafxlzs9m1ot,led_4e98es11f6fj,exact_match,,refund_paise=0
pay_ilh2yqvx6dw9e6,merch_lenskart,banktxn_2yjbwk3ss28dry53,led_greof915mjo4,exact_match,,refund_paise=0
pay_r89beiqu6yjhq4,merch_apollo,banktxn_h3zguom91mobbjt7,led_y3cxx4ift63i,exact_match,,refund_paise=0
pay_tl9a4tw0qqvsjw,merch_urbanco,banktxn_vz7wg7jtobfw2apv,led_3iq4zrtu5qh4,exact_match,,refund_paise=0
pay_vxsa46oc07rl5q,merch_bluedart,banktxn_ysx03kbg9e8mmgcc,led_gadb5bjc09lw,refund_of,full_refund,refund_paise=609518
pay_8p8s8xt18bj01v,merch_zomato,banktxn_jba6dyidd85fe233,led_ialo0c18c0lw,exact_match,,refund_paise=0
pay_94zqrsx9dqukrt,merch_urbanco,banktxn_ytgs9qsdaox7eq4l,led_epj3up82by91,exact_match,,refund_paise=0
pay_fndtkkv8t2l8k1,merch_nykaa,banktxn_prd8lrwyomsjwfpt,led_1r4vm00dx4j3,exact_match,,refund_paise=0
pay_e9oo52dz977xqb,merch_urbanco,banktxn_l8vg97p6mvmj70gk,led_g3rkjvx99j3w,exact_match,,refund_paise=0
pay_s30shz00q5z292,merch_nykaa,banktxn_nfytvn7j8kw1vi9a,led_7a0cudq006jk,exact_match,,refund_paise=0
pay_grn9vj3gmrgkhd,merch_nykaa,banktxn_sr6mzg9m55yuibaf,led_7zlwd5daumv1,exact_match,,refund_paise=0
pay_7r8kw43su7pvrv,merch_nykaa,banktxn_zik6bqlbvqqsf6ln,led_bkh5tydb559o,exact_match,missing_utr,refund_paise=0
pay_xlqvv40inowzbr,merch_bluedart,banktxn_64g0zhwtg9q7mjt7,led_a4o8untcfb21,exact_match,,refund_paise=0
pay_ug8dej79yfifu1,merch_zomato,banktxn_hx67t99l7bkujx7m,led_dbjr3oew6x0x,exact_match,,refund_paise=0
pay_lvb183dka73jy6,merch_lenskart,banktxn_bzl60f04qh2h1etp,led_877xz1r2hfw5,exact_match,,refund_paise=0
