record_id,merchant_id,transaction_date,value_date,description,reference_number,debit_amount_paise,credit_amount_paise,balance_paise,bank_name,account_number
banktxn_vdu8o3ua06hyruz1,merch_urbanco,2026-02-09,2026-02-09,NEFT/RAZORPAY/4Q6MEW56PWCT51F1/setl_b6r0dbb1bq,4Q6MEW56PWCT51F1,,8840,,Axis,XXXXXX1147
banktxn_o35ku65v7d86j18j,merch_urbanco,2026-03-16,2026-03-16,NEFT/RAZORPAY/ZG93DKC4R3U6V6DY/setl_b6r0dbb1bq,ZG93DKC4R3U6V6DY,,43469,,Axis,XXXXXX1147
banktxn_77ma8e9z9bbz9i0y,merch_zomato,2026-04-11,2026-04-11,NEFT/RAZORPAY/QQY3H6V8Y90UQACW/setl_dt2cjbijhs,QQY3H6V8Y90UQACW,,422483,,ICICI,XXXXXX8830
banktxn_uzqti8z2b5wze1oe,merch_lenskart,2026-02-01,2026-02-01,NEFT/RAZORPAY/141J6ILFJ4L8W6GI/setl_jk8v4druwn,141J6ILFJ4L8W6GI,,53255,,HDFC,XXXXXX9910
banktxn_4jz38me1whcupapi,merch_zomato,2026-03-25,2026-03-25,NEFT/RAZORPAY/ESHNS25PK9SQ5EQZ/setl_dt2cjbijhs,ESHNS25PK9SQ5EQZ,,110262,,ICICI,XXXXXX8830
banktxn_imd8e5otty4ilois,merch_urbanco,2026-01-14,2026-01-14,NEFT/RAZORPAY/9BLOHV4WNMJ0S9E0/setl_b6r0dbb1bq,9BLOHV4WNMJ0S9E0,,91672,,Axis,XXXXXX1147
banktxn_swiraahin71jq8k0,merch_nykaa,2026-03-10,2026-03-10,NEFT/RAZORPAY/VBHKMEFVNPKOUQGX/setl_g5wjzkie9x,VBHKMEFVNPKOUQGX,,559529,,RazorpayX,RZPX00XXXX2201
banktxn_s93hk4pvps0pcqe8,merch_nykaa,2026-03-03,2026-03-03,NEFT/RAZORPAY/XI3T1DEX85ISZ9FC/setl_g5wjzkie9x,XI3T1DEX85ISZ9FC,,300406,,RazorpayX,RZPX00XXXX2201
banktxn_aq4u2k1lydncgmy4,merch_bluedart,2026-04-02,2026-04-02,NEFT/RAZORPAY/6NXORXR75UOSMXCC/setl_x4yy2sdtw4,6NXORXR75UOSMXCC,,0,,Kotak,XXXXXX5567
banktxn_gf0t1niufq37lv75,merch_apollo,2026-03-18,2026-03-18,NEFT/RAZORPAY/11N9AI8ONCTCB854/setl_4m1mvohiti,11N9AI8ONCTCB854,,425860,,HDFC,XXXXXX4021
banktxn_av8i02291yp35jo1,merch_nykaa,2026-03-11,2026-03-11,NEFT/RAZORPAY/1D5V8QRN9X9JPYLG/setl_g5wjzkie9x,1D5V8QRN9X9JPYLG,,217961,,RazorpayX,RZPX00XXXX2201
banktxn_y1w588rx4mjtgt0m,merch_apollo,2026-03-05,2026-03-05,NEFT/RAZORPAY/⚠️​<<<INJECTED>>>/ടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടട,LYB3E3GESQR5FQPA,,292755,,HDFC,XXXXXX4021
banktxn_c1769l04wp2vha1p,merch_urbanco,2026-01-08,2026-01-08,NEFT/RAZORPAY/20BGHBXSZVMT3E19/setl_b6r0dbb1bq,20BGHBXSZVMT3E19,,0,,Axis,XXXXXX1147
banktxn_q6qjqdvzw45dx3px,merch_nykaa,2026-05-05,2026-05-05,NEFT/RAZORPAY/4VDKQF6QC6ATNMSB/setl_obvrdd0i74,4VDKQF6QC6ATNMSB,,1382950,,RazorpayX,RZPX00XXXX2201
banktxn_j06y6jihaizh91ah,merch_bluedart,2026-01-16,2026-01-16,NEFT/RAZORPAY/BJ8AAH6XE3QFBFRK/setl_x4yy2sdtw4,BJ8AAH6XE3QFBFRK,,62501,,Kotak,XXXXXX5567
banktxn_4yc1ej8h9i0orbwc,merch_nykaa,2026-04-02,2026-04-02,NEFT/RAZORPAY/FUOORRBAMEEYO5G5/setl_obvrdd0i74,FUOORRBAMEEYO5G5,,92483,,RazorpayX,RZPX00XXXX2201
banktxn_xc02lh8zwtdhipox,merch_apollo,2026-06-08,2026-06-08,NEFT/RAZORPAY/FRRIKDK6UPL2GT7Z/setl_4m1mvohiti,FRRIKDK6UPL2GT7Z,,390093,,HDFC,XXXXXX4021
banktxn_idgpwofe6y49cens,merch_nykaa,2026-05-26,2026-05-29,NEFT/RAZORPAY/MXOU3DOKQ93CRDGJ/setl_obvrdd0i74,MXOU3DOKQ93CRDGJ,,41059,,RazorpayX,RZPX00XXXX2201
banktxn_j54kudd3322h2qnp,merch_nykaa,2026-03-06,2026-03-06,NEFT/RAZORPAY/ZUI1G91UQTM5JSMC/setl_obvrdd0i74,ZUI1G91UQTM5JSMC,,147124,,RazorpayX,RZPX00XXXX2201
banktxn_895vmpaoo91xchv5,merch_nykaa,2026-04-17,2026-04-17,NEFT/RAZORPAY/OO513X8AG87PY9QW/setl_obvrdd0i74,OO513X8AG87PY9QW,,1497549,,RazorpayX,RZPX00XXXX2201
banktxn_zgwxpxqlo9anybax,merch_bluedart,2026-04-11,2026-04-11,NEFT/RAZORPAY/S8ZFM5QUD3LE8PV0/setl_x4yy2sdtw4,S8ZFM5QUD3LE8PV0,,322676,,Kotak,XXXXXX5567
banktxn_enrnz9o1wblbqfug,merch_zomato,2026-06-24,2026-06-24,NEFT/RAZORPAY/ERPEKUQS4HX1C03T/setl_dt2cjbijhs,ERPEKUQS4HX1C03T,,170750,,ICICI,XXXXXX8830
banktxn_yhv5go8a14gxfcfk,merch_urbanco,2026-01-30,2026-01-30,NEFT/RAZORPAY/CW1L93DZY6DSRWJ6/setl_b6r0dbb1bq,CW1L93DZY6DSRWJ6,,350088,,Axis,XXXXXX1147
banktxn_0ganmj9x0kfsqj8n,merch_zomato,2026-02-27,2026-02-27,NEFT/RAZORPAY/32OGGXZLIYULF67X/setl_dt2cjbijhs,32OGGXZLIYULF67X,,14778,,ICICI,XXXXXX8830
banktxn_xh8edlxhsjaayfkq,merch_nykaa,2026-01-10,2026-01-10,NEFT/RAZORPAY/F67TBBPJ4GVLQ004/setl_obvrdd0i74,F67TBBPJ4GVLQ004,,60794,,RazorpayX,RZPX00XXXX2201
banktxn_d2hp7ofzx7qwuym5,merch_lenskart,2026-04-05,2026-04-05,NEFT/RAZORPAY/625IQ63D9VWXWZ6Y/setl_jk8v4druwn,625IQ63D9VWXWZ6Y,,384011,,HDFC,XXXXXX9910
banktxn_qpr2y7bd8vxzihv2,merch_bluedart,2026-03-13,2026-03-13,NEFT/RAZORPAY/S6BN5NX2G6XAW0L4/setl_x4yy2sdtw4,S6BN5NX2G6XAW0L4,,271830,,Kotak,XXXXXX5567
banktxn_i42eg5h5c4x67z6j,merch_urbanco,2026-03-08,2026-03-08,NEFT/RAZORPAY/GT5W768KO9JVQZZD/setl_b6r0dbb1bq,GT5W768KO9JVQZZD,,59389,,Axis,XXXXXX1147
banktxn_hii5mlrsheeexjql,merch_nykaa,2026-03-18,2026-03-18,NEFT/RAZORPAY/C2SX674S6R32H1A5/setl_obvrdd0i74,C2SX674S6R32H1A5,,44450,,RazorpayX,RZPX00XXXX2201
banktxn_49gsh544udpt0dxr,merch_urbanco,2026-06-29,2026-06-29,NEFT/RAZORPAY/J4Y0BKMVTETCMVKM/setl_b6r0dbb1bq,J4Y0BKMVTETCMVKM,,68950,,Axis,XXXXXX1147
banktxn_dpk4akml511n52w7,merch_zomato,2026-05-12,2026-05-12,NEFT/RAZORPAY/804S1ZI8YUG4RAVR/setl_dt2cjbijhs,804S1ZI8YUG4RAVR,,136661,,ICICI,XXXXXX8830
banktxn_po9r1bb93snl1p6t,merch_lenskart,2026-02-10,2026-02-10,NEFT/RAZORPAY/YJDE8VQC3GQ21XBF/setl_jk8v4druwn,YJDE8VQC3GQ21XBF,,494398,,HDFC,XXXXXX9910
banktxn_lliyaxuz694iugyh,merch_apollo,2026-02-18,2026-02-18,NEFT/RAZORPAY/3TCHY0299QG9MV80/setl_4m1mvohiti,3TCHY0299QG9MV80,,234391,,HDFC,XXXXXX4021
banktxn_xbl84axyor2khoxj,merch_urbanco,2026-05-08,2026-05-08,NEFT/RAZORPAY/MWLWPOEMRKI5X1AZ/setl_e6o288sjff,MWLWPOEMRKI5X1AZ,,626116,,Axis,XXXXXX1147
banktxn_62w94dckpzd6s9er,merch_lenskart,2026-04-05,2026-04-05,NEFT/RAZORPAY/Z2AX3ZYX4OQJNAC7/setl_jk8v4druwn,Z2AX3ZYX4OQJNAC7,,65555,,HDFC,XXXXXX9910
banktxn_cpc9fy12gfqgsnxj,merch_nykaa,2026-01-10,2026-01-10,NEFT/RAZORPAY/D7Q1DJXAFRVYZDZV/setl_obvrdd0i74,D7Q1DJXAFRVYZDZV,,71259,,RazorpayX,RZPX00XXXX2201
banktxn_gevs5h1cihkhlmqr,merch_apollo,2026-01-03,2026-01-03,NEFT/RAZORPAY/AP1LLLHOMGBPWFOW/setl_pe6tlmasup,AP1LLLHOMGBPWFOW,,65543,,HDFC,XXXXXX4021
banktxn_aw6shvum02cjl893,merch_apollo,2026-01-07,2026-01-07,NEFT/RAZORPAY/3UIHLPKS8RUPNH5W/setl_pe6tlmasup,3UIHLPKS8RUPNH5W,,2759963,,HDFC,XXXXXX4021
banktxn_d2ettxdd5n1fa6wn,merch_urbanco,2026-05-24,2026-05-24,NEFT/RAZORPAY/SETTLEMENT CREDIT,,,20810,,Axis,XXXXXX1147
banktxn_4sb6n3l90nelc5c7,merch_nykaa,2026-05-21,2026-05-21,NEFT/RAZORPAY/K9HBCL9LO20XKXJO/setl_obvrdd0i74,K9HBCL9LO20XKXJO,,430799,,RazorpayX,RZPX00XXXX2201
banktxn_dd7aabekgz2s0isd,merch_apollo,2026-03-06,2026-03-06,NEFT/RAZORPAY/387N9VGDTREW8VI2/setl_pe6tlmasup,387N9VGDTREW8VI2,,122376,,HDFC,XXXXXX4021
banktxn_0vp7n12645e6ljx0,merch_urbanco,2026-03-09,2026-03-09,NEFT/RAZORPAY/VG4MEZ1ZYJBRV8CC/setl_e6o288sjff,VG4MEZ1ZYJBRV8CC,,484975,,Axis,XXXXXX1147
banktxn_ug7l93i4351bvr2u,merch_lenskart,2026-03-20,2026-03-20,NEFT/RAZORPAY/DCIPTHRHPR2FD8VC/setl_jk8v4druwn,DCIPTHRHPR2FD8VC,,48048,,HDFC,XXXXXX9910
banktxn_h09o0zohooqx47yb,merch_lenskart,2026-04-15,2026-04-15,NEFT/RAZORPAY/S5JGODLF5KLRPJ9C/setl_jk8v4druwn,S5JGODLF5KLRPJ9C,,34736,,HDFC,XXXXXX9910
banktxn_rmcggb23i95wrsgt,merch_zomato,2026-01-16,2026-01-16,NEFT/RAZORPAY/PURGGGDQEAT2NQ6G/setl_n8yqp06ewk,PURGGGDQEAT2NQ6G,,0,,ICICI,XXXXXX8830
banktxn_9tk700mrzv2r0kt4,merch_urbanco,2026-03-15,2026-03-15,NEFT/RAZORPAY/Q9GTKLL9QT83FPU3/setl_e6o288sjff,Q9GTKLL9QT83FPU3,,56650,,Axis,XXXXXX1147
banktxn_nf2d4fzuzd2kpx8w,merch_lenskart,2026-06-14,2026-06-14,NEFT/RAZORPAY/25C3OGR79OV75QCD/setl_jk8v4druwn,25C3OGR79OV75QCD,,694248,,HDFC,XXXXXX9910
banktxn_4lvm29ta3hw2cons,merch_bluedart,2026-02-01,2026-02-01,NEFT/RAZORPAY/U5TJD48JDJKDMFW4/setl_d4rp06720j,U5TJD48JDJKDMFW4,,63076,,Kotak,XXXXXX5567
banktxn_cdcrpn08xl4lrkz7,merch_apollo,2026-03-14,2026-03-14,NEFT/RAZORPAY/6VLP4OW2LRG5XLH7/setl_pe6tlmasup,6VLP4OW2LRG5XLH7,,0,,HDFC,XXXXXX4021
banktxn_0zzjipcmtowqq84f,merch_nykaa,2026-06-30,2026-06-30,NEFT/RAZORPAY/RB5CKFJT3M0U0VUN/setl_1epoqmp00s,RB5CKFJT3M0U0VUN,,52263,,RazorpayX,RZPX00XXXX2201
banktxn_n7gklwqw5teh7yz1,merch_urbanco,2026-01-15,2026-01-15,NEFT/RAZORPAY/48DY5YETA2HWUE2H/setl_e6o288sjff,48DY5YETA2HWUE2H,,153715,,Axis,XXXXXX1147
banktxn_xya8622t80h1jv47,merch_bluedart,2026-02-07,2026-02-07,NEFT/RAZORPAY/3MMMLEKHI2SXQTTW/setl_d4rp06720j,3MMMLEKHI2SXQTTW,,74647,,Kotak,XXXXXX5567
banktxn_ew6tsw9gpait1ix7,merch_lenskart,2026-01-23,2026-01-23,NEFT/RAZORPAY/IE1TF8JORXUG3D3G/setl_jk8v4druwn,IE1TF8JORXUG3D3G,,210269,,HDFC,XXXXXX9910
banktxn_uvvugihogf2jri33,merch_urbanco,2026-03-30,2026-03-30,NEFT/RAZORPAY/1VK2VW5SDNGI8MBH/setl_e6o288sjff,1VK2VW5SDNGI8MBH,,103344,,Axis,XXXXXX1147
banktxn_max8sqvuhbddkgde,merch_lenskart,2026-02-08,2026-02-08,NEFT/RAZORPAY/OEW571M088YA2UIL/setl_jk8v4druwn,OEW571M088YA2UIL,,2696964,,HDFC,XXXXXX9910
banktxn_bfpqip8sbwrl6y7i,merch_apollo,2026-04-30,2026-04-30,NEFT/RAZORPAY/VMXVKLYL0L6JL2IS/setl_pe6tlmasup,VMXVKLYL0L6JL2IS,,965038,,HDFC,XXXXXX4021
banktxn_dexa7k10t7d80ihw,merch_apollo,2026-04-10,2026-04-10,NEFT/RAZORPAY/NE4G6WWUBQDGB5A8/setl_pe6tlmasup,NE4G6WWUBQDGB5A8,,1122360,,HDFC,XXXXXX4021
banktxn_tnjh9a0r4zn2qayt,merch_urbanco,2026-05-31,2026-05-31,NEFT/RAZORPAY/KB4VN3IYXVX8ZWV9/setl_e6o288sjff,KB4VN3IYXVX8ZWV9,,332764,,Axis,XXXXXX1147
banktxn_s8smuelkjz6it6bo,merch_bluedart,2026-02-08,2026-02-08,NEFT/RAZORPAY/BFLF8VUEVRMLGSP4/setl_d4rp06720j,BFLF8VUEVRMLGSP4,,101644,,Kotak,XXXXXX5567
banktxn_dphigdaq5g9a03t9,merch_apollo,2026-01-14,2026-01-14,NEFT/RAZORPAY/55QBB2PK520HGCPG/setl_pe6tlmasup,55QBB2PK520HGCPG,,84469,,HDFC,XXXXXX4021
banktxn_c9an25jp8zg1trlc,merch_bluedart,2026-06-14,2026-06-14,NEFT/RAZORPAY/SETTLEMENT CREDIT,,,484274,,Kotak,XXXXXX5567
banktxn_bj2pk44uhu45t3ph,merch_nykaa,2026-01-07,2026-01-09,NEFT/RAZORPAY/65A4CG1RCOY142N1/setl_1epoqmp00s,65A4CG1RCOY142N1,,266821,,RazorpayX,RZPX00XXXX2201
banktxn_y6k0he3flr18xmzq,merch_apollo,2026-03-14,2026-03-14,NEFT/RAZORPAY/VUUYDOSR1UJ62NDH/setl_pe6tlmasup,VUUYDOSR1UJ62NDH,,270612,,HDFC,XXXXXX4021
banktxn_qt35vkaaubhrkadp,merch_apollo,2026-06-24,2026-06-21,NEFT/RAZORPAY/NKTEVGZM9L4AALZI/setl_pe6tlmasup,NKTEVGZM9L4AALZI,,87458,,HDFC,XXXXXX4021
banktxn_bomcdw2i64u5o3fc,merch_bluedart,2026-01-23,2026-01-23,NEFT/RAZORPAY/1PFDGQ44XVXVCS9X/setl_d4rp06720j,1PFDGQ44XVXVCS9X,,25314,,Kotak,XXXXXX5567
banktxn_3gdobbm5rg8f078u,merch_lenskart,2026-04-01,2026-04-01,NEFT/RAZORPAY/OVZJXUWQC5RE3MAV/setl_b1c5euzy3a,OVZJXUWQC5RE3MAV,,43637,,HDFC,XXXXXX9910
banktxn_57zw90fy0rlwq84z,merch_lenskart,2026-04-02,2026-04-02,NEFT/RAZORPAY/⚠️​<<<INJECTED>>>/ടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടട,D1D8JXBSJODK8ELQ,,0,,HDFC,XXXXXX9910
banktxn_7i59t1qo6zkeq2xv,merch_apollo,2026-04-03,2026-04-03,NEFT/RAZORPAY/L125NMPSWC9DNCO0/setl_pe6tlmasup,L125NMPSWC9DNCO0,,396700,,HDFC,XXXXXX4021
banktxn_zyvf3mxwry73ald6,merch_apollo,2026-04-23,2026-04-23,NEFT/RAZORPAY/VU2KGPSCF4PG0LHR/setl_pe6tlmasup,VU2KGPSCF4PG0LHR,,637305,,HDFC,XXXXXX4021
banktxn_8zz82e39xsksh2mw,merch_lenskart,2026-03-17,2026-03-17,NEFT/RAZORPAY/7EE64UWQ3LSSPSV4/setl_b1c5euzy3a,7EE64UWQ3LSSPSV4,,220257,,HDFC,XXXXXX9910
banktxn_byqykoidjso3xybd,merch_lenskart,2026-04-06,2026-04-06,NEFT/RAZORPAY/YONS6RWR85C9N3XQ/setl_b1c5euzy3a,YONS6RWR85C9N3XQ,,181730,,HDFC,XXXXXX9910
banktxn_ec7v5gtkmg4azaib,merch_lenskart,2026-01-09,2026-01-09,NEFT/RAZORPAY/XN1AF1M1RRS6GYLE/setl_b1c5euzy3a,XN1AF1M1RRS6GYLE,,58186,,HDFC,XXXXXX9910
banktxn_1xqg6izqf82wk1l3,merch_nykaa,2026-02-12,2026-02-12,NEFT/RAZORPAY/I3EUPMGDH9ZMX1CE/setl_1epoqmp00s,WMJ68CGW60IKAKKF,,197787,,RazorpayX,RZPX00XXXX2201
banktxn_0crxdw9m8yi0jdfn,merch_zomato,2026-03-17,2026-03-17,NEFT/RAZORPAY/0S8EPO3IUG690Z6Y/setl_n8yqp06ewk,0S8EPO3IUG690Z6Y,,28507900,,ICICI,XXXXXX8830
banktxn_hvcst2h2qty4jnol,merch_urbanco,2026-01-27,2026-01-27,NEFT/RAZORPAY/YMCBZTFI155GVJTL/setl_e6o288sjff,YMCBZTFI155GVJTL,,555860,,Axis,XXXXXX1147
banktxn_b7eoszzoimln8q7k,merch_zomato,2026-02-20,2026-02-20,NEFT/RAZORPAY/AWR4TZ0NZ4FX2LSE/setl_n8yqp06ewk,AWR4TZ0NZ4FX2LSE,,278484,,ICICI,XXXXXX8830
banktxn_2b6f46qqjq184air,merch_bluedart,2026-03-13,2026-03-13,NEFT/RAZORPAY/1CDI1L2Z73LOELXR/setl_d4rp06720j,1CDI1L2Z73LOELXR,,24101,,Kotak,XXXXXX5567
banktxn_c88e1u9hzvog6bq6,merch_nykaa,2026-05-26,2026-05-26,NEFT/RAZORPAY/M3JFWPI6PHM2XO9K/setl_1epoqmp00s,X7J6OV6ZIK490WHR,,66722,,RazorpayX,RZPX00XXXX2201
banktxn_847zlsbel35htdvv,merch_nykaa,2026-05-11,2026-05-11,NEFT/RAZORPAY/IQSSX4XXRDQ5EKIK/setl_1epoqmp00s,IQSSX4XXRDQ5EKIK,,206399,,RazorpayX,RZPX00XXXX2201
banktxn_7t9l4bdgdfkertns,merch_lenskart,2026-01-10,2026-01-10,NEFT/RAZORPAY/HABUIPRM8JXC2M7T/setl_b1c5euzy3a,HABUIPRM8JXC2M7T,,239540,,HDFC,XXXXXX9910
banktxn_aw74m0bdvidzvfik,merch_bluedart,2026-03-30,2026-04-02,NEFT/RAZORPAY/OLFEEJSSHQECU99R/setl_d4rp06720j,OLFEEJSSHQECU99R,,132195,,Kotak,XXXXXX5567
banktxn_bluguuuhfsa59ewh,merch_bluedart,2026-02-12,2026-02-12,NEFT/RAZORPAY/WMNS7F7YGGGO4RFK/setl_d4rp06720j,WMNS7F7YGGGO4RFK,,1216702,,Kotak,XXXXXX5567
banktxn_9uctrf3utewfroq1,merch_bluedart,2026-04-10,2026-04-10,NEFT/RAZORPAY/SETTLEMENT CREDIT,,,434729,,Kotak,XXXXXX5567
banktxn_kcz0ncplu9rxdn2t,merch_zomato,2025-12-29,2025-12-29,NEFT/RAZORPAY/ZSAHKZ5ZT2WWJ0VL/setl_n8yqp06ewk,ZSAHKZ5ZT2WWJ0VL,,28914,,ICICI,XXXXXX8830
banktxn_2dzyecc6k6w16pph,merch_nykaa,2026-05-13,2026-05-13,NEFT/RAZORPAY/WDB2C4P7D6US0LFJ/setl_1epoqmp00s,WDB2C4P7D6US0LFJ,,89174,,RazorpayX,RZPX00XXXX2201
banktxn_2q843xi24kuv1p8x,merch_lenskart,2026-02-20,2026-02-20,NEFT/RAZORPAY/QB9JVZ89L6Z9R6FL/setl_b1c5euzy3a,QB9JVZ89L6Z9R6FL,,1140019,,HDFC,XXXXXX9910
banktxn_1aiacnsssi5j2nu5,merch_bluedart,2026-02-02,2026-02-02,NEFT/RAZORPAY/BG7F19BXOU63PQKR/setl_ye8b213k0k,BG7F19BXOU63PQKR,,148896,,Kotak,XXXXXX5567
banktxn_xmr7rbt7g5chbvvc,merch_bluedart,2026-02-11,2026-02-11,NEFT/RAZORPAY/8Z9ADF5BLOVV8M0D/setl_ye8b213k0k,8Z9ADF5BLOVV8M0D,,0,,Kotak,XXXXXX5567
banktxn_61ulcn2bgphxi6ad,merch_urbanco,2026-05-05,2026-05-05,NEFT/RAZORPAY/EX6R4895FK664FD3/setl_kw6v2xefm4,EX6R4895FK664FD3,,153437,,Axis,XXXXXX1147
banktxn_gib2kg3n5nkquh0b,merch_apollo,2026-06-28,2026-06-28,NEFT/RAZORPAY/KK0Y6QYGHKRKSY5S/setl_pe6tlmasup,KK0Y6QYGHKRKSY5S,,615742,,HDFC,XXXXXX4021
banktxn_mbn3z7nl1jf6l1s4,merch_apollo,2026-01-14,2026-01-14,NEFT/RAZORPAY/SR35CX2UL55W7A6O/setl_my3ou14ghr,SR35CX2UL55W7A6O,,188114,,HDFC,XXXXXX4021
banktxn_gpf9izwvz1ufupuq,merch_zomato,2026-05-02,2026-05-02,NEFT/RAZORPAY/⚠️​<<<INJECTED>>>/ടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടട,HVATK5HJXJ10JOLY,,41986,,ICICI,XXXXXX8830
banktxn_kum0habjpg3ogwq7,merch_apollo,2026-06-29,2026-06-29,NEFT/RAZORPAY/9UPCHVVRQ3KGWLO9/setl_my3ou14ghr,9UPCHVVRQ3KGWLO9,,129362,,HDFC,XXXXXX4021
banktxn_9uq9ozgsewtc29nb,merch_urbanco,2026-02-07,2026-02-07,NEFT/RAZORPAY/5I6810VG2HN4LRDD/setl_kw6v2xefm4,5I6810VG2HN4LRDD,,64288,,Axis,XXXXXX1147
banktxn_0opwx4av3janayho,merch_zomato,2026-04-19,2026-04-19,NEFT/RAZORPAY/860WQCPTXBW4RYO0/setl_n8yqp06ewk,860WQCPTXBW4RYO0,,160149,,ICICI,XXXXXX8830
banktxn_bb3ta8quh2r16kg6,merch_bluedart,2026-02-05,2026-02-05,NEFT/RAZORPAY/VWKRL8KLJ9GLZRPT/setl_ye8b213k0k,VWKRL8KLJ9GLZRPT,,332087,,Kotak,XXXXXX5567
banktxn_auisyv6nlecd4se4,merch_lenskart,2026-04-10,2026-04-10,NEFT/RAZORPAY/EWNS9XAP916QM6KK/setl_b1c5euzy3a,EWNS9XAP916QM6KK,,0,,HDFC,XXXXXX9910
banktxn_jtnqpntc8uuj53l0,merch_zomato,2026-06-16,2026-06-16,NEFT/RAZORPAY/05L3HFH050BPNLTO/setl_n8yqp06ewk,05L3HFH050BPNLTO,,135479,,ICICI,XXXXXX8830
banktxn_6iqs2o3zthq499we,merch_lenskart,2026-02-02,2026-02-02,NEFT/RAZORPAY/P3ERT3L3H77TUSRC/setl_b1c5euzy3a,P3ERT3L3H77TUSRC,,32698,,HDFC,XXXXXX9910
banktxn_h6n6dynnfadun0wd,merch_urbanco,2026-03-31,2026-04-02,NEFT/RAZORPAY/GCHGYB5FX077KLUP/setl_kw6v2xefm4,GCHGYB5FX077KLUP,,57185,,Axis,XXXXXX1147
banktxn_bq8k42jho7vf2n4l,merch_bluedart,2026-03-02,2026-03-02,NEFT/RAZORPAY/2IN3Z0RDMEFDN17P/setl_ye8b213k0k,2IN3Z0RDMEFDN17P,,6681200,,Kotak,XXXXXX5567
banktxn_ioia36w618da06om,merch_urbanco,2026-06-13,2026-06-13,NEFT/RAZORPAY/5JRXF7HPN01EGNNW/setl_kw6v2xefm4,5JRXF7HPN01EGNNW,,524460,,Axis,XXXXXX1147
banktxn_dbnwyf2b5cpv4q3f,merch_zomato,2026-03-10,2026-03-10,NEFT/RAZORPAY/ZQZ6DEU8AVZ6Z4NM/setl_r4tdgo2ytd,ZQZ6DEU8AVZ6Z4NM,,149244,,ICICI,XXXXXX8830
banktxn_65lrae3ovz14hov2,merch_bluedart,2026-06-27,2026-06-27,NEFT/RAZORPAY/RMFKFQX9FB2SAJWQ/setl_ye8b213k0k,RMFKFQX9FB2SAJWQ,,159084,,Kotak,XXXXXX5567
banktxn_p1ozchbq1ncfxyaj,merch_apollo,2026-01-03,2026-01-03,NEFT/RAZORPAY/NOT5W5IDEOSLTLNG/setl_my3ou14ghr,NOT5W5IDEOSLTLNG,,497631,,HDFC,XXXXXX4021
banktxn_4n63i6fpvtuovnc8,merch_apollo,2026-03-01,2026-03-01,NEFT/RAZORPAY/LPOZV8F3ODQMSXCS/setl_my3ou14ghr,LPOZV8F3ODQMSXCS,,32960,,HDFC,XXXXXX4021
banktxn_rxq5buscfeflrj91,merch_apollo,2026-01-15,2026-01-15,NEFT/RAZORPAY/⚠️​<<<INJECTED>>>/ടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടടട,DC5K8J0H7KTKWH9T,,300323,,HDFC,XXXXXX4021
banktxn_b5la23vi4oohd2zo,merch_nykaa,2026-05-21,2026-05-21,NEFT/RAZORPAY/LQN81YF6C004O5XE/setl_0d72z3xdgz,LQN81YF6C004O5XE,,36862,,RazorpayX,RZPX00XXXX2201
banktxn_s4m6oe9e3jvv9lq4,merch_lenskart,2026-01-04,2026-01-04,NEFT/RAZORPAY/EN5OO2EAFU16G1M3/setl_aotum1hp6p,EN5OO2EAFU16G1M3,,35455,,HDFC,XXXXXX9910
banktxn_v6kowlc06sihvg0x,merch_urbanco,2026-02-04,2026-02-04,NEFT/RAZORPAY/AWFKXGIZ068TU48S/setl_kw6v2xefm4,AWFKXGIZ068TU48S,,1652006,,Axis,XXXXXX1147
banktxn_n1rohwuxapjwu7e2,merch_nykaa,2026-02-05,2026-02-05,NEFT/RAZORPAY/WUOMSNMM8LWQZKOY/setl_0d72z3xdgz,WUOMSNMM8LWQZKOY,,0,,RazorpayX,RZPX00XXXX2201
