record_id,merchant_id,transaction_date,value_date,description,reference_number,debit_amount_paise,credit_amount_paise,balance_paise,bank_name,account_number
banktxn_3ta9zwic9yzqowx0,merch_zomato,2026-03-10,2026-03-10,NEFT/RAZORPAY/6PZKMK09OIN0MXDP/setl_e10cbloqhs,6PZKMK09OIN0MXDP,,1089564,,ICICI,XXXXXX8830
banktxn_vm4kpa87ct24pzxi,merch_lenskart,2026-04-26,2026-04-26,NEFT/RAZORPAY/IZSXI2J6JV6G0WXT/setl_8msqkv5blg,IZSXI2J6JV6G0WXT,,578179,,HDFC,XXXXXX9910
banktxn_gablsc2dvgwn3xds,merch_zomato,2026-06-16,2026-06-16,NEFT/RAZORPAY/5GMMJGS89U13GXVG/setl_e10cbloqhs,5GMMJGS89U13GXVG,,58324,,ICICI,XXXXXX8830
banktxn_j4uyk7ejikkfaovv,merch_urbanco,2026-05-09,2026-05-09,NEFT/RAZORPAY/86KQFYCPOQHCQLWO/setl_rtzqc2ey4o,86KQFYCPOQHCQLWO,,589509,,Axis,XXXXXX1147
banktxn_pv5wt37lezth1mh4,merch_urbanco,2026-05-31,2026-05-31,NEFT/RAZORPAY/XSC80T4Y56PGG7Z9/setl_rtzqc2ey4o,XSC80T4Y56PGG7Z9,,85271,,Axis,XXXXXX1147
banktxn_mv3jdyxccbcxg17b,merch_apollo,2026-05-21,2026-05-21,NEFT/RAZORPAY/JIOR5QK5UNZRPQBP/setl_mbcw6hzs4i,JIOR5QK5UNZRPQBP,,66859,,HDFC,XXXXXX4021
banktxn_tnnr4afi125k8b1i,merch_urbanco,2026-03-11,2026-03-11,NEFT/RAZORPAY/3JWPLR0ZGONHHKOT/setl_rtzqc2ey4o,3JWPLR0ZGONHHKOT,,550294,,Axis,XXXXXX1147
banktxn_h6ifq3ifzv8if0yw,merch_apollo,2026-02-19,2026-02-19,NEFT/RAZORPAY/GVWNDNAKYKFKKL7K/setl_mbcw6hzs4i,GVWNDNAKYKFKKL7K,,101682,,HDFC,XXXXXX4021
banktxn_111agb148sto1op8,merch_nykaa,2026-06-12,2026-06-12,NEFT/RAZORPAY/BMQMOEDVCGCJYZ43/setl_243rncp2mi,BMQMOEDVCGCJYZ43,,945380,,RazorpayX,RZPX00XXXX2201
banktxn_3zk7gpqsnt6oki18,merch_nykaa,2026-01-15,2026-01-15,NEFT/RAZORPAY/WZL56YZ55OVYVCHW/setl_243rncp2mi,WZL56YZ55OVYVCHW,,722707,,RazorpayX,RZPX00XXXX2201
banktxn_746iqzvbo77vfu0b,merch_zomato,2026-03-30,2026-03-30,NEFT/RAZORPAY/CYCP4IH7U94QL4JY/setl_75kjhjwm09,CYCP4IH7U94QL4JY,,275626,,ICICI,XXXXXX8830
banktxn_djymqgm0ijqag1ji,merch_bluedart,2026-05-08,2026-05-08,NEFT/RAZORPAY/XLWF944EC2HJ86UK/setl_kow28zjh09,XLWF944EC2HJ86UK,,0,,Kotak,XXXXXX5567
banktxn_35k22xnzkh4iom4r,merch_zomato,2026-02-03,2026-02-03,NEFT/RAZORPAY/F1ZST99ORPSEHKXR/setl_75kjhjwm09,F1ZST99ORPSEHKXX,,528689,,ICICI,XXXXXX8830
banktxn_i0hro5142r4mw4o5,merch_nykaa,2026-03-05,2026-03-05,NEFT/RAZORPAY/O9NP7LFF0LZ5YVOA/setl_243rncp2mi,O9NP7LFF0LZ5YVOA,,321510,,RazorpayX,RZPX00XXXX2201
banktxn_rn9489mp9gietq99,merch_apollo,2026-02-25,2026-02-25,NEFT/RAZORPAY/AR5A0K9WS1273OAI/setl_mbcw6hzs4i,AR5A0K9WS1273OAI,,835165,,HDFC,XXXXXX4021
banktxn_5mpb6031gv4i2rlr,merch_apollo,2026-04-04,2026-04-04,NEFT/RAZORPAY/Z7XR8FDTXH3WT4NU/setl_mbcw6hzs4i,Z7XR8FDTXH3WT4NU,,820109,,HDFC,XXXXXX4021
banktxn_43o62ib2f1udmezo,merch_urbanco,2026-04-19,2026-04-19,NEFT/RAZORPAY/YNMSU5U1SSNURR8T/setl_5gosdl9wco,YNMSU5U1SSNURR8T,,113916,,Axis,XXXXXX1147
banktxn_70z5vwc5elt43cqr,merch_lenskart,2026-05-24,2026-05-24,NEFT/RAZORPAY/N11RTFRLWSG9D7M6/setl_71kpqc8qbh,N11RTFRLWSG9D7M6,,27224,,HDFC,XXXXXX9910
banktxn_8626n60q3vwju1i9,merch_bluedart,2026-04-28,2026-04-28,NEFT/RAZORPAY/W9FQ7R251V9ZDYA4/setl_asrvbb1v54,W9FQ7R251V9ZDYA4,,191194,,Kotak,XXXXXX5567
banktxn_1r1y68ms3p19xa9g,merch_nykaa,2026-01-23,2026-01-23,NEFT/RAZORPAY/AWQZ7K6NQTJ1VG6S/setl_m2tthrsgdc,AWQZ7K6NQTJ1VG6S,,362824,,RazorpayX,RZPX00XXXX2201
banktxn_5b1o2keljfawhm48,merch_zomato,2026-05-10,2026-05-10,NEFT/RAZORPAY/74JBE55NJUS0GYWE/setl_75kjhjwm09,74JBE55NJUS0GYWX,,796049,,ICICI,XXXXXX8830
banktxn_c9h18c2x48aics6k,merch_urbanco,2026-01-21,2026-01-21,NEFT/RAZORPAY/04LZQQXIASANGLAX/setl_5gosdl9wco,04LZQQXIASANGLAX,,65179,,Axis,XXXXXX1147
banktxn_4ne069v3scopb3q9,merch_nykaa,2026-05-01,2026-05-01,NEFT/RAZORPAY/SETTLEMENT CREDIT,,,197210,,RazorpayX,RZPX00XXXX2201
banktxn_erabknvxi40f9884,merch_nykaa,2026-03-19,2026-03-19,NEFT/RAZORPAY/66VT1LTSD61W3BV4/setl_m2tthrsgdc,66VT1LTSD61W3BV4,,602598,,RazorpayX,RZPX00XXXX2201
banktxn_eo8k5sz1bu6kb8sf,merch_urbanco,2026-05-09,2026-05-09,NEFT/RAZORPAY/UEHMPM4E1UAOTJKF/setl_5gosdl9wco,UEHMPM4E1UAOTJKF,,390455,,Axis,XXXXXX1147
banktxn_1iqa3zvezje8a6np,merch_nykaa,2026-02-20,2026-02-20,NEFT/RAZORPAY/0CVA4D1J5Z1XJZ8Q/setl_m2tthrsgdc,0CVA4D1J5Z1XJZ8Q,,185755,,RazorpayX,RZPX00XXXX2201
banktxn_yd4e96x7ou2j6np6,merch_apollo,2026-02-04,2026-02-04,NEFT/RAZORPAY/T45S0IGJ4NCO7GL4/setl_ueqo5pt7sr,T45S0IGJ4NCO7GL4,,70019,,HDFC,XXXXXX4021
banktxn_nz6y33qp1mruub6c,merch_lenskart,2026-02-13,2026-02-13,NEFT/RAZORPAY/175PMLXPM65M1FKN/setl_71kpqc8qbh,175PMLXPM65M1FKN,,83110,,HDFC,XXXXXX9910
banktxn_z5e6h90evnpj4jf4,merch_lenskart,2026-06-29,2026-06-29,NEFT/RAZORPAY/F02VOEBK8TFSOVGZ/setl_71kpqc8qbh,F02VOEBK8TFSOVGZ,,132200,,HDFC,XXXXXX9910
banktxn_zzzxhaeng084qy2r,merch_zomato,2026-06-03,2026-06-03,NEFT/RAZORPAY/NMPGYU2C87XT0FN2/setl_e0umosjkft,NMPGYU2C87XT0FN2,,150601,,ICICI,XXXXXX8830
banktxn_31s461riw39c9mwp,merch_zomato,2026-04-06,2026-04-06,NEFT/RAZORPAY/WIIV0RVJ04AO19WT/setl_e0umosjkft,WIIV0RVJ04AO19WT,,98022,,ICICI,XXXXXX8830
banktxn_8ycii9xfm8s3q0su,merch_urbanco,2026-06-08,2026-06-08,NEFT/RAZORPAY/9M33XO82M43CG4NJ/setl_g44bhb9q3r,9M33XO82M43CG4NJ,,880527,,Axis,XXXXXX1147
banktxn_nqfrzyphol1ikoo0,merch_zomato,2026-04-30,2026-04-30,NEFT/RAZORPAY/HC5MA75V7UXQBMP5/setl_e0umosjkft,HC5MA75V7UXQBMP5,,72636,,ICICI,XXXXXX8830
banktxn_3gbk1g04fkzw5wif,merch_zomato,2026-02-24,2026-02-24,NEFT/RAZORPAY/XCBMUW7OMEN9GQCR/setl_e0umosjkft,XCBMUW7OMEN9GQCR,,194077,,ICICI,XXXXXX8830
banktxn_sdevhap0ymm28pan,merch_zomato,2026-06-02,2026-06-02,NEFT/RAZORPAY/5GW99HD1BLKWXZNK/setl_e0umosjkft,5GW99HD1BLKWXZNK,,392628,,ICICI,XXXXXX8830
banktxn_az5kkjd49gqvg00i,merch_urbanco,2026-06-08,2026-06-08,NEFT/RAZORPAY/LSQZ70FB38AG06VE/setl_g44bhb9q3r,LSQZ70FB38AG06VE,,37508,,Axis,XXXXXX1147
banktxn_rahs6e6qkassc0yu,merch_urbanco,2026-05-29,2026-05-29,NEFT/RAZORPAY/BE6GE8X9ADNPFHUA/setl_g44bhb9q3r,BE6GE8X9ADNPFHUA,,27597,,Axis,XXXXXX1147
banktxn_9pxxda358h9djzc2,merch_apollo,2026-01-18,2026-01-18,NEFT/RAZORPAY/NNSEAB9BF8P25TMI/setl_ueqo5pt7sr,NNSEAB9BF8P25TMI,,84775,,HDFC,XXXXXX4021
banktxn_v81sksc6jjgh7ohk_split2,merch_apollo,2026-02-15,2026-02-15,NEFT/RAZORPAY/IOBBPWUKC54MAGDY/setl_my3ou14ghr,IOBBPWUKC54MAGDY,,1610595,,HDFC,XXXXXX4021
